round,algorithm,seed,test_accuracy,round_train_seconds,matching_seconds,selected_clients,assignments,task_seeds,guidance_active,guidance_refreshed
180,FedPhoenixRG-Excess,1,73.51000213623047,10.1755334000336,0.0,"[80, 92, 61, 76, 19, 28, 7, 73, 67, 38]","[{""client_id"": 80, ""task_id"": 0}, {""client_id"": 92, ""task_id"": 1}, {""client_id"": 61, ""task_id"": 2}, {""client_id"": 76, ""task_id"": 3}, {""client_id"": 19, ""task_id"": 4}, {""client_id"": 28, ""task_id"": 5}, {""client_id"": 7, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 67, ""task_id"": 8}, {""client_id"": 38, ""task_id"": 9}]","[18100538, 18101535, 18102532, 18103529, 18104526, 18105523, 18106520, 18107517, 18108514, 18109511]",1,1
181,FedPhoenixRG-Excess,1,75.69000244140625,9.183633799955714,0.0,"[78, 26, 35, 44, 29, 85, 64, 66, 97, 21]","[{""client_id"": 78, ""task_id"": 0}, {""client_id"": 26, ""task_id"": 1}, {""client_id"": 35, ""task_id"": 2}, {""client_id"": 44, ""task_id"": 3}, {""client_id"": 29, ""task_id"": 4}, {""client_id"": 85, ""task_id"": 5}, {""client_id"": 64, ""task_id"": 6}, {""client_id"": 66, ""task_id"": 7}, {""client_id"": 97, ""task_id"": 8}, {""client_id"": 21, ""task_id"": 9}]","[18200541, 18201538, 18202535, 18203532, 18204529, 18205526, 18206523, 18207520, 18208517, 18209514]",1,0
182,FedPhoenixRG-Excess,1,65.0999984741211,10.388666899991222,0.0,"[78, 73, 10, 52, 54, 24, 44, 70, 99, 90]","[{""client_id"": 78, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 10, ""task_id"": 2}, {""client_id"": 52, ""task_id"": 3}, {""client_id"": 54, ""task_id"": 4}, {""client_id"": 24, ""task_id"": 5}, {""client_id"": 44, ""task_id"": 6}, {""client_id"": 70, ""task_id"": 7}, {""client_id"": 99, ""task_id"": 8}, {""client_id"": 90, ""task_id"": 9}]","[18300544, 18301541, 18302538, 18303535, 18304532, 18305529, 18306526, 18307523, 18308520, 18309517]",1,0
183,FedPhoenixRG-Excess,1,77.05000305175781,8.530477499996778,0.0,"[96, 38, 1, 4, 36, 19, 77, 52, 41, 49]","[{""client_id"": 96, ""task_id"": 0}, {""client_id"": 38, ""task_id"": 1}, {""client_id"": 1, ""task_id"": 2}, {""client_id"": 4, ""task_id"": 3}, {""client_id"": 36, ""task_id"": 4}, {""client_id"": 19, ""task_id"": 5}, {""client_id"": 77, ""task_id"": 6}, {""client_id"": 52, ""task_id"": 7}, {""client_id"": 41, ""task_id"": 8}, {""client_id"": 49, ""task_id"": 9}]","[18400547, 18401544, 18402541, 18403538, 18404535, 18405532, 18406529, 18407526, 18408523, 18409520]",1,0
184,FedPhoenixRG-Excess,1,73.87000274658203,10.444801800011192,0.0,"[87, 55, 49, 7, 51, 67, 40, 21, 34, 0]","[{""client_id"": 87, ""task_id"": 0}, {""client_id"": 55, ""task_id"": 1}, {""client_id"": 49, ""task_id"": 2}, {""client_id"": 7, ""task_id"": 3}, {""client_id"": 51, ""task_id"": 4}, {""client_id"": 67, ""task_id"": 5}, {""client_id"": 40, ""task_id"": 6}, {""client_id"": 21, ""task_id"": 7}, {""client_id"": 34, ""task_id"": 8}, {""client_id"": 0, ""task_id"": 9}]","[18500550, 18501547, 18502544, 18503541, 18504538, 18505535, 18506532, 18507529, 18508526, 18509523]",1,0
185,FedPhoenixRG-Excess,1,76.0199966430664,8.49800859997049,0.0,"[74, 63, 39, 14, 96, 82, 21, 45, 88, 13]","[{""client_id"": 74, ""task_id"": 0}, {""client_id"": 63, ""task_id"": 1}, {""client_id"": 39, ""task_id"": 2}, {""client_id"": 14, ""task_id"": 3}, {""client_id"": 96, ""task_id"": 4}, {""client_id"": 82, ""task_id"": 5}, {""client_id"": 21, ""task_id"": 6}, {""client_id"": 45, ""task_id"": 7}, {""client_id"": 88, ""task_id"": 8}, {""client_id"": 13, ""task_id"": 9}]","[18600553, 18601550, 18602547, 18603544, 18604541, 18605538, 18606535, 18607532, 18608529, 18609526]",1,0
186,FedPhoenixRG-Excess,1,72.75,10.173170500027481,0.0,"[1, 26, 23, 59, 22, 57, 27, 60, 18, 69]","[{""client_id"": 1, ""task_id"": 0}, {""client_id"": 26, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 59, ""task_id"": 3}, {""client_id"": 22, ""task_id"": 4}, {""client_id"": 57, ""task_id"": 5}, {""client_id"": 27, ""task_id"": 6}, {""client_id"": 60, ""task_id"": 7}, {""client_id"": 18, ""task_id"": 8}, {""client_id"": 69, ""task_id"": 9}]","[18700556, 18701553, 18702550, 18703547, 18704544, 18705541, 18706538, 18707535, 18708532, 18709529]",1,0
187,FedPhoenixRG-Excess,1,69.3499984741211,8.69647070002975,0.0,"[34, 87, 43, 64, 27, 92, 78, 55, 68, 7]","[{""client_id"": 34, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 43, ""task_id"": 2}, {""client_id"": 64, ""task_id"": 3}, {""client_id"": 27, ""task_id"": 4}, {""client_id"": 92, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 55, ""task_id"": 7}, {""client_id"": 68, ""task_id"": 8}, {""client_id"": 7, ""task_id"": 9}]","[18800559, 18801556, 18802553, 18803550, 18804547, 18805544, 18806541, 18807538, 18808535, 18809532]",1,0
188,FedPhoenixRG-Excess,1,76.55000305175781,11.572546900017187,0.0,"[67, 20, 34, 69, 85, 14, 86, 81, 36, 76]","[{""client_id"": 67, ""task_id"": 0}, {""client_id"": 20, ""task_id"": 1}, {""client_id"": 34, ""task_id"": 2}, {""client_id"": 69, ""task_id"": 3}, {""client_id"": 85, ""task_id"": 4}, {""client_id"": 14, ""task_id"": 5}, {""client_id"": 86, ""task_id"": 6}, {""client_id"": 81, ""task_id"": 7}, {""client_id"": 36, ""task_id"": 8}, {""client_id"": 76, ""task_id"": 9}]","[18900562, 18901559, 18902556, 18903553, 18904550, 18905547, 18906544, 18907541, 18908538, 18909535]",1,0
189,FedPhoenixRG-Excess,1,67.70999908447266,12.668181099987123,0.0,"[57, 7, 53, 49, 74, 65, 76, 29, 78, 80]","[{""client_id"": 57, ""task_id"": 0}, {""client_id"": 7, ""task_id"": 1}, {""client_id"": 53, ""task_id"": 2}, {""client_id"": 49, ""task_id"": 3}, {""client_id"": 74, ""task_id"": 4}, {""client_id"": 65, ""task_id"": 5}, {""client_id"": 76, ""task_id"": 6}, {""client_id"": 29, ""task_id"": 7}, {""client_id"": 78, ""task_id"": 8}, {""client_id"": 80, ""task_id"": 9}]","[19000565, 19001562, 19002559, 19003556, 19004553, 19005550, 19006547, 19007544, 19008541, 19009538]",1,0
190,FedPhoenixRG-Excess,1,69.08999633789062,9.388289399968926,0.0,"[71, 25, 7, 77, 39, 51, 87, 5, 45, 11]","[{""client_id"": 71, ""task_id"": 0}, {""client_id"": 25, ""task_id"": 1}, {""client_id"": 7, ""task_id"": 2}, {""client_id"": 77, ""task_id"": 3}, {""client_id"": 39, ""task_id"": 4}, {""client_id"": 51, ""task_id"": 5}, {""client_id"": 87, ""task_id"": 6}, {""client_id"": 5, ""task_id"": 7}, {""client_id"": 45, ""task_id"": 8}, {""client_id"": 11, ""task_id"": 9}]","[19100568, 19101565, 19102562, 19103559, 19104556, 19105553, 19106550, 19107547, 19108544, 19109541]",1,0
191,FedPhoenixRG-Excess,1,64.51000213623047,10.6773987999768,0.0,"[60, 21, 34, 0, 98, 92, 44, 65, 66, 3]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 21, ""task_id"": 1}, {""client_id"": 34, ""task_id"": 2}, {""client_id"": 0, ""task_id"": 3}, {""client_id"": 98, ""task_id"": 4}, {""client_id"": 92, ""task_id"": 5}, {""client_id"": 44, ""task_id"": 6}, {""client_id"": 65, ""task_id"": 7}, {""client_id"": 66, ""task_id"": 8}, {""client_id"": 3, ""task_id"": 9}]","[19200571, 19201568, 19202565, 19203562, 19204559, 19205556, 19206553, 19207550, 19208547, 19209544]",1,0
192,FedPhoenixRG-Excess,1,72.94999694824219,10.501008599996567,0.0,"[36, 59, 66, 20, 0, 16, 86, 71, 90, 56]","[{""client_id"": 36, ""task_id"": 0}, {""client_id"": 59, ""task_id"": 1}, {""client_id"": 66, ""task_id"": 2}, {""client_id"": 20, ""task_id"": 3}, {""client_id"": 0, ""task_id"": 4}, {""client_id"": 16, ""task_id"": 5}, {""client_id"": 86, ""task_id"": 6}, {""client_id"": 71, ""task_id"": 7}, {""client_id"": 90, ""task_id"": 8}, {""client_id"": 56, ""task_id"": 9}]","[19300574, 19301571, 19302568, 19303565, 19304562, 19305559, 19306556, 19307553, 19308550, 19309547]",1,0
193,FedPhoenixRG-Excess,1,75.77999877929688,8.711640399997123,0.0,"[19, 22, 51, 45, 91, 26, 14, 83, 15, 67]","[{""client_id"": 19, ""task_id"": 0}, {""client_id"": 22, ""task_id"": 1}, {""client_id"": 51, ""task_id"": 2}, {""client_id"": 45, ""task_id"": 3}, {""client_id"": 91, ""task_id"": 4}, {""client_id"": 26, ""task_id"": 5}, {""client_id"": 14, ""task_id"": 6}, {""client_id"": 83, ""task_id"": 7}, {""client_id"": 15, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[19400577, 19401574, 19402571, 19403568, 19404565, 19405562, 19406559, 19407556, 19408553, 19409550]",1,0
194,FedPhoenixRG-Excess,1,71.5999984741211,10.887212099973112,0.0,"[62, 14, 3, 92, 78, 33, 89, 48, 70, 31]","[{""client_id"": 62, ""task_id"": 0}, {""client_id"": 14, ""task_id"": 1}, {""client_id"": 3, ""task_id"": 2}, {""client_id"": 92, ""task_id"": 3}, {""client_id"": 78, ""task_id"": 4}, {""client_id"": 33, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 48, ""task_id"": 7}, {""client_id"": 70, ""task_id"": 8}, {""client_id"": 31, ""task_id"": 9}]","[19500580, 19501577, 19502574, 19503571, 19504568, 19505565, 19506562, 19507559, 19508556, 19509553]",1,0
195,FedPhoenixRG-Excess,1,72.58999633789062,9.546560399990994,0.0,"[37, 10, 88, 63, 53, 68, 2, 52, 26, 59]","[{""client_id"": 37, ""task_id"": 0}, {""client_id"": 10, ""task_id"": 1}, {""client_id"": 88, ""task_id"": 2}, {""client_id"": 63, ""task_id"": 3}, {""client_id"": 53, ""task_id"": 4}, {""client_id"": 68, ""task_id"": 5}, {""client_id"": 2, ""task_id"": 6}, {""client_id"": 52, ""task_id"": 7}, {""client_id"": 26, ""task_id"": 8}, {""client_id"": 59, ""task_id"": 9}]","[19600583, 19601580, 19602577, 19603574, 19604571, 19605568, 19606565, 19607562, 19608559, 19609556]",1,0
196,FedPhoenixRG-Excess,1,76.19000244140625,11.13766259996919,0.0,"[59, 71, 85, 49, 20, 10, 3, 86, 88, 33]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 71, ""task_id"": 1}, {""client_id"": 85, ""task_id"": 2}, {""client_id"": 49, ""task_id"": 3}, {""client_id"": 20, ""task_id"": 4}, {""client_id"": 10, ""task_id"": 5}, {""client_id"": 3, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 88, ""task_id"": 8}, {""client_id"": 33, ""task_id"": 9}]","[19700586, 19701583, 19702580, 19703577, 19704574, 19705571, 19706568, 19707565, 19708562, 19709559]",1,0
197,FedPhoenixRG-Excess,1,67.30999755859375,9.286518700013403,0.0,"[9, 0, 18, 66, 44, 17, 92, 95, 64, 96]","[{""client_id"": 9, ""task_id"": 0}, {""client_id"": 0, ""task_id"": 1}, {""client_id"": 18, ""task_id"": 2}, {""client_id"": 66, ""task_id"": 3}, {""client_id"": 44, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 92, ""task_id"": 6}, {""client_id"": 95, ""task_id"": 7}, {""client_id"": 64, ""task_id"": 8}, {""client_id"": 96, ""task_id"": 9}]","[19800589, 19801586, 19802583, 19803580, 19804577, 19805574, 19806571, 19807568, 19808565, 19809562]",1,0
198,FedPhoenixRG-Excess,1,69.62000274658203,11.406684799992945,0.0,"[70, 58, 24, 57, 32, 19, 43, 65, 5, 88]","[{""client_id"": 70, ""task_id"": 0}, {""client_id"": 58, ""task_id"": 1}, {""client_id"": 24, ""task_id"": 2}, {""client_id"": 57, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 19, ""task_id"": 5}, {""client_id"": 43, ""task_id"": 6}, {""client_id"": 65, ""task_id"": 7}, {""client_id"": 5, ""task_id"": 8}, {""client_id"": 88, ""task_id"": 9}]","[19900592, 19901589, 19902586, 19903583, 19904580, 19905577, 19906574, 19907571, 19908568, 19909565]",1,0
199,FedPhoenixRG-Excess,1,62.72999954223633,9.185480699990876,0.0,"[61, 75, 68, 2, 6, 26, 1, 56, 78, 74]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 75, ""task_id"": 1}, {""client_id"": 68, ""task_id"": 2}, {""client_id"": 2, ""task_id"": 3}, {""client_id"": 6, ""task_id"": 4}, {""client_id"": 26, ""task_id"": 5}, {""client_id"": 1, ""task_id"": 6}, {""client_id"": 56, ""task_id"": 7}, {""client_id"": 78, ""task_id"": 8}, {""client_id"": 74, ""task_id"": 9}]","[20000595, 20001592, 20002589, 20003586, 20004583, 20005580, 20006577, 20007574, 20008571, 20009568]",1,0
200,FedPhoenixRG-Excess,1,58.15999984741211,8.738239000027534,0.0,"[8, 57, 22, 90, 46, 9, 56, 99, 89, 4]","[{""client_id"": 8, ""task_id"": 0}, {""client_id"": 57, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 90, ""task_id"": 3}, {""client_id"": 46, ""task_id"": 4}, {""client_id"": 9, ""task_id"": 5}, {""client_id"": 56, ""task_id"": 6}, {""client_id"": 99, ""task_id"": 7}, {""client_id"": 89, ""task_id"": 8}, {""client_id"": 4, ""task_id"": 9}]","[20100598, 20101595, 20102592, 20103589, 20104586, 20105583, 20106580, 20107577, 20108574, 20109571]",1,1
201,FedPhoenixRG-Excess,1,69.5999984741211,9.702664299984463,0.0,"[83, 41, 69, 7, 63, 51, 78, 89, 43, 81]","[{""client_id"": 83, ""task_id"": 0}, {""client_id"": 41, ""task_id"": 1}, {""client_id"": 69, ""task_id"": 2}, {""client_id"": 7, ""task_id"": 3}, {""client_id"": 63, ""task_id"": 4}, {""client_id"": 51, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 89, ""task_id"": 7}, {""client_id"": 43, ""task_id"": 8}, {""client_id"": 81, ""task_id"": 9}]","[20200601, 20201598, 20202595, 20203592, 20204589, 20205586, 20206583, 20207580, 20208577, 20209574]",1,0
202,FedPhoenixRG-Excess,1,72.5199966430664,9.475901299971156,0.0,"[74, 76, 14, 98, 73, 37, 94, 68, 39, 11]","[{""client_id"": 74, ""task_id"": 0}, {""client_id"": 76, ""task_id"": 1}, {""client_id"": 14, ""task_id"": 2}, {""client_id"": 98, ""task_id"": 3}, {""client_id"": 73, ""task_id"": 4}, {""client_id"": 37, ""task_id"": 5}, {""client_id"": 94, ""task_id"": 6}, {""client_id"": 68, ""task_id"": 7}, {""client_id"": 39, ""task_id"": 8}, {""client_id"": 11, ""task_id"": 9}]","[20300604, 20301601, 20302598, 20303595, 20304592, 20305589, 20306586, 20307583, 20308580, 20309577]",1,0
203,FedPhoenixRG-Excess,1,61.369998931884766,8.349846999975853,0.0,"[38, 78, 17, 56, 90, 34, 42, 0, 1, 12]","[{""client_id"": 38, ""task_id"": 0}, {""client_id"": 78, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 56, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 34, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 0, ""task_id"": 7}, {""client_id"": 1, ""task_id"": 8}, {""client_id"": 12, ""task_id"": 9}]","[20400607, 20401604, 20402601, 20403598, 20404595, 20405592, 20406589, 20407586, 20408583, 20409580]",1,0
204,FedPhoenixRG-Excess,1,74.4000015258789,10.704640800016932,0.0,"[45, 36, 95, 8, 99, 75, 93, 4, 24, 58]","[{""client_id"": 45, ""task_id"": 0}, {""client_id"": 36, ""task_id"": 1}, {""client_id"": 95, ""task_id"": 2}, {""client_id"": 8, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 75, ""task_id"": 5}, {""client_id"": 93, ""task_id"": 6}, {""client_id"": 4, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]","[20500610, 20501607, 20502604, 20503601, 20504598, 20505595, 20506592, 20507589, 20508586, 20509583]",1,0
205,FedPhoenixRG-Excess,1,72.30000305175781,10.813199100026395,0.0,"[66, 46, 89, 23, 4, 97, 78, 26, 79, 52]","[{""client_id"": 66, ""task_id"": 0}, {""client_id"": 46, ""task_id"": 1}, {""client_id"": 89, ""task_id"": 2}, {""client_id"": 23, ""task_id"": 3}, {""client_id"": 4, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 79, ""task_id"": 8}, {""client_id"": 52, ""task_id"": 9}]","[20600613, 20601610, 20602607, 20603604, 20604601, 20605598, 20606595, 20607592, 20608589, 20609586]",1,0
206,FedPhoenixRG-Excess,1,75.91999816894531,12.23388299997896,0.0,"[71, 79, 23, 7, 97, 86, 72, 57, 70, 64]","[{""client_id"": 71, ""task_id"": 0}, {""client_id"": 79, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 7, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 86, ""task_id"": 5}, {""client_id"": 72, ""task_id"": 6}, {""client_id"": 57, ""task_id"": 7}, {""client_id"": 70, ""task_id"": 8}, {""client_id"": 64, ""task_id"": 9}]","[20700616, 20701613, 20702610, 20703607, 20704604, 20705601, 20706598, 20707595, 20708592, 20709589]",1,0
207,FedPhoenixRG-Excess,1,74.48999786376953,9.22752799995942,0.0,"[55, 14, 21, 43, 5, 30, 35, 15, 28, 34]","[{""client_id"": 55, ""task_id"": 0}, {""client_id"": 14, ""task_id"": 1}, {""client_id"": 21, ""task_id"": 2}, {""client_id"": 43, ""task_id"": 3}, {""client_id"": 5, ""task_id"": 4}, {""client_id"": 30, ""task_id"": 5}, {""client_id"": 35, ""task_id"": 6}, {""client_id"": 15, ""task_id"": 7}, {""client_id"": 28, ""task_id"": 8}, {""client_id"": 34, ""task_id"": 9}]","[20800619, 20801616, 20802613, 20803610, 20804607, 20805604, 20806601, 20807598, 20808595, 20809592]",1,0
208,FedPhoenixRG-Excess,1,73.13999938964844,9.24275309999939,0.0,"[54, 51, 22, 85, 73, 90, 4, 69, 75, 6]","[{""client_id"": 54, ""task_id"": 0}, {""client_id"": 51, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 85, ""task_id"": 3}, {""client_id"": 73, ""task_id"": 4}, {""client_id"": 90, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 69, ""task_id"": 7}, {""client_id"": 75, ""task_id"": 8}, {""client_id"": 6, ""task_id"": 9}]","[20900622, 20901619, 20902616, 20903613, 20904610, 20905607, 20906604, 20907601, 20908598, 20909595]",1,0
209,FedPhoenixRG-Excess,1,72.56999969482422,10.108120399992913,0.0,"[78, 98, 48, 28, 76, 96, 97, 69, 66, 65]","[{""client_id"": 78, ""task_id"": 0}, {""client_id"": 98, ""task_id"": 1}, {""client_id"": 48, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 76, ""task_id"": 4}, {""client_id"": 96, ""task_id"": 5}, {""client_id"": 97, ""task_id"": 6}, {""client_id"": 69, ""task_id"": 7}, {""client_id"": 66, ""task_id"": 8}, {""client_id"": 65, ""task_id"": 9}]","[21000625, 21001622, 21002619, 21003616, 21004613, 21005610, 21006607, 21007604, 21008601, 21009598]",1,0
210,FedPhoenixRG-Excess,1,73.87000274658203,9.151702300005127,0.0,"[52, 54, 70, 39, 89, 14, 77, 74, 15, 88]","[{""client_id"": 52, ""task_id"": 0}, {""client_id"": 54, ""task_id"": 1}, {""client_id"": 70, ""task_id"": 2}, {""client_id"": 39, ""task_id"": 3}, {""client_id"": 89, ""task_id"": 4}, {""client_id"": 14, ""task_id"": 5}, {""client_id"": 77, ""task_id"": 6}, {""client_id"": 74, ""task_id"": 7}, {""client_id"": 15, ""task_id"": 8}, {""client_id"": 88, ""task_id"": 9}]","[21100628, 21101625, 21102622, 21103619, 21104616, 21105613, 21106610, 21107607, 21108604, 21109601]",1,0
211,FedPhoenixRG-Excess,1,68.37999725341797,11.400384400039911,0.0,"[58, 12, 87, 84, 91, 62, 82, 57, 6, 21]","[{""client_id"": 58, ""task_id"": 0}, {""client_id"": 12, ""task_id"": 1}, {""client_id"": 87, ""task_id"": 2}, {""client_id"": 84, ""task_id"": 3}, {""client_id"": 91, ""task_id"": 4}, {""client_id"": 62, ""task_id"": 5}, {""client_id"": 82, ""task_id"": 6}, {""client_id"": 57, ""task_id"": 7}, {""client_id"": 6, ""task_id"": 8}, {""client_id"": 21, ""task_id"": 9}]","[21200631, 21201628, 21202625, 21203622, 21204619, 21205616, 21206613, 21207610, 21208607, 21209604]",1,0
212,FedPhoenixRG-Excess,1,76.87000274658203,10.573151800024789,0.0,"[59, 99, 54, 55, 14, 63, 7, 88, 91, 52]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 99, ""task_id"": 1}, {""client_id"": 54, ""task_id"": 2}, {""client_id"": 55, ""task_id"": 3}, {""client_id"": 14, ""task_id"": 4}, {""client_id"": 63, ""task_id"": 5}, {""client_id"": 7, ""task_id"": 6}, {""client_id"": 88, ""task_id"": 7}, {""client_id"": 91, ""task_id"": 8}, {""client_id"": 52, ""task_id"": 9}]","[21300634, 21301631, 21302628, 21303625, 21304622, 21305619, 21306616, 21307613, 21308610, 21309607]",1,0
213,FedPhoenixRG-Excess,1,71.47000122070312,9.323570200009272,0.0,"[44, 73, 39, 28, 18, 92, 52, 79, 54, 77]","[{""client_id"": 44, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 39, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 18, ""task_id"": 4}, {""client_id"": 92, ""task_id"": 5}, {""client_id"": 52, ""task_id"": 6}, {""client_id"": 79, ""task_id"": 7}, {""client_id"": 54, ""task_id"": 8}, {""client_id"": 77, ""task_id"": 9}]","[21400637, 21401634, 21402631, 21403628, 21404625, 21405622, 21406619, 21407616, 21408613, 21409610]",1,0
214,FedPhoenixRG-Excess,1,75.76000213623047,9.278422800009139,0.0,"[59, 70, 54, 27, 89, 21, 42, 25, 60, 49]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 70, ""task_id"": 1}, {""client_id"": 54, ""task_id"": 2}, {""client_id"": 27, ""task_id"": 3}, {""client_id"": 89, ""task_id"": 4}, {""client_id"": 21, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 25, ""task_id"": 7}, {""client_id"": 60, ""task_id"": 8}, {""client_id"": 49, ""task_id"": 9}]","[21500640, 21501637, 21502634, 21503631, 21504628, 21505625, 21506622, 21507619, 21508616, 21509613]",1,0
215,FedPhoenixRG-Excess,1,73.7699966430664,9.315528299950529,0.0,"[2, 56, 59, 80, 62, 19, 42, 33, 72, 35]","[{""client_id"": 2, ""task_id"": 0}, {""client_id"": 56, ""task_id"": 1}, {""client_id"": 59, ""task_id"": 2}, {""client_id"": 80, ""task_id"": 3}, {""client_id"": 62, ""task_id"": 4}, {""client_id"": 19, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 33, ""task_id"": 7}, {""client_id"": 72, ""task_id"": 8}, {""client_id"": 35, ""task_id"": 9}]","[21600643, 21601640, 21602637, 21603634, 21604631, 21605628, 21606625, 21607622, 21608619, 21609616]",1,0
